ROI_0 distance (micron),ROI_0 Channel_1,ROI_0 Channel_2,ROI_0 Channel_3,ROI_1 distance (micron),ROI_1 Channel_1,ROI_1 Channel_2,ROI_1 Channel_3,ROI_2 distance (micron),ROI_2 Channel_1,ROI_2 Channel_2,ROI_2 Channel_3,ROI_3 distance (micron),ROI_3 Channel_1,ROI_3 Channel_2,ROI_3 Channel_3,ROI_4 distance (micron),ROI_4 Channel_1,ROI_4 Channel_2,ROI_4 Channel_3,ROI_5 distance (micron),ROI_5 Channel_1,ROI_5 Channel_2,ROI_5 Channel_3,ROI_6 distance (micron),ROI_6 Channel_1,ROI_6 Channel_2,ROI_6 Channel_3,ROI_7 distance (micron),ROI_7 Channel_1,ROI_7 Channel_2,ROI_7 Channel_3,ROI_8 distance (micron),ROI_8 Channel_1,ROI_8 Channel_2,ROI_8 Channel_3,ROI_9 distance (micron),ROI_9 Channel_1,ROI_9 Channel_2,ROI_9 Channel_3,ROI_10 distance (micron),ROI_10 Channel_1,ROI_10 Channel_2,ROI_10 Channel_3,ROI_11 distance (micron),ROI_11 Channel_1,ROI_11 Channel_2,ROI_11 Channel_3,ROI_12 distance (micron),ROI_12 Channel_1,ROI_12 Channel_2,ROI_12 Channel_3,ROI_13 distance (micron),ROI_13 Channel_1,ROI_13 Channel_2,ROI_13 Channel_3,ROI_14 distance (micron),ROI_14 Channel_1,ROI_14 Channel_2,ROI_14 Channel_3,ROI_15 distance (micron),ROI_15 Channel_1,ROI_15 Channel_2,ROI_15 Channel_3,ROI_16 distance (micron),ROI_16 Channel_1,ROI_16 Channel_2,ROI_16 Channel_3,ROI_17 distance (micron),ROI_17 Channel_1,ROI_17 Channel_2,ROI_17 Channel_3,ROI_18 distance (micron),ROI_18 Channel_1,ROI_18 Channel_2,ROI_18 Channel_3,ROI_19 distance (micron),ROI_19 Channel_1,ROI_19 Channel_2,ROI_19 Channel_3,ROI_20 distance (micron),ROI_20 Channel_1,ROI_20 Channel_2,ROI_20 Channel_3,ROI_21 distance (micron),ROI_21 Channel_1,ROI_21 Channel_2,ROI_21 Channel_3,ROI_22 distance (micron),ROI_22 Channel_1,ROI_22 Channel_2,ROI_22 Channel_3,ROI_23 distance (micron),ROI_23 Channel_1,ROI_23 Channel_2,ROI_23 Channel_3,ROI_24 distance (micron),ROI_24 Channel_1,ROI_24 Channel_2,ROI_24 Channel_3,ROI_25 distance (micron),ROI_25 Channel_1,ROI_25 Channel_2,ROI_25 Channel_3,ROI_26 distance (micron),ROI_26 Channel_1,ROI_26 Channel_2,ROI_26 Channel_3,ROI_27 distance (micron),ROI_27 Channel_1,ROI_27 Channel_2,ROI_27 Channel_3,ROI_28 distance (micron),ROI_28 Channel_1,ROI_28 Channel_2,ROI_28 Channel_3,ROI_29 distance (micron),ROI_29 Channel_1,ROI_29 Channel_2,ROI_29 Channel_3,ROI_30 distance (micron),ROI_30 Channel_1,ROI_30 Channel_2,ROI_30 Channel_3,ROI_31 distance (micron),ROI_31 Channel_1,ROI_31 Channel_2,ROI_31 Channel_3,ROI_32 distance (micron),ROI_32 Channel_1,ROI_32 Channel_2,ROI_32 Channel_3,ROI_33 distance (micron),ROI_33 Channel_1,ROI_33 Channel_2,ROI_33 Channel_3,ROI_34 distance (micron),ROI_34 Channel_1,ROI_34 Channel_2,ROI_34 Channel_3,ROI_35 distance (micron),ROI_35 Channel_1,ROI_35 Channel_2,ROI_35 Channel_3,ROI_36 distance (micron),ROI_36 Channel_1,ROI_36 Channel_2,ROI_36 Channel_3,ROI_37 distance (micron),ROI_37 Channel_1,ROI_37 Channel_2,ROI_37 Channel_3,ROI_38 distance (micron),ROI_38 Channel_1,ROI_38 Channel_2,ROI_38 Channel_3,ROI_39 distance (micron),ROI_39 Channel_1,ROI_39 Channel_2,ROI_39 Channel_3,ROI_40 distance (micron),ROI_40 Channel_1,ROI_40 Channel_2,ROI_40 Channel_3,ROI_41 distance (micron),ROI_41 Channel_1,ROI_41 Channel_2,ROI_41 Channel_3,ROI_42 distance (micron),ROI_42 Channel_1,ROI_42 Channel_2,ROI_42 Channel_3,ROI_43 distance (micron),ROI_43 Channel_1,ROI_43 Channel_2,ROI_43 Channel_3,ROI_44 distance (micron),ROI_44 Channel_1,ROI_44 Channel_2,ROI_44 Channel_3,ROI_45 distance (micron),ROI_45 Channel_1,ROI_45 Channel_2,ROI_45 Channel_3,ROI_46 distance (micron),ROI_46 Channel_1,ROI_46 Channel_2,ROI_46 Channel_3,ROI_47 distance (micron),ROI_47 Channel_1,ROI_47 Channel_2,ROI_47 Channel_3,ROI_48 distance (micron),ROI_48 Channel_1,ROI_48 Channel_2,ROI_48 Channel_3,ROI_49 distance (micron),ROI_49 Channel_1,ROI_49 Channel_2,ROI_49 Channel_3,ROI_50 distance (micron),ROI_50 Channel_1,ROI_50 Channel_2,ROI_50 Channel_3,ROI_51 distance (micron),ROI_51 Channel_1,ROI_51 Channel_2,ROI_51 Channel_3,ROI_52 distance (micron),ROI_52 Channel_1,ROI_52 Channel_2,ROI_52 Channel_3,ROI_53 distance (micron),ROI_53 Channel_1,ROI_53 Channel_2,ROI_53 Channel_3,ROI_54 distance (micron),ROI_54 Channel_1,ROI_54 Channel_2,ROI_54 Channel_3,ROI_55 distance (micron),ROI_55 Channel_1,ROI_55 Channel_2,ROI_55 Channel_3,ROI_56 distance (micron),ROI_56 Channel_1,ROI_56 Channel_2,ROI_56 Channel_3,ROI_57 distance (micron),ROI_57 Channel_1,ROI_57 Channel_2,ROI_57 Channel_3,ROI_58 distance (micron),ROI_58 Channel_1,ROI_58 Channel_2,ROI_58 Channel_3
2.894,6708.451,9055.014,370.191,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.894,4768.520,3685.969,269.470,0.000,0.000,0.000,0.000,2.894,6002.294,6245.193,157.890,2.894,8322.333,5944.362,572.888,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.894,8250.832,7617.189,5394.656,0.000,0.000,0.000,0.000,2.894,6121.943,38288.428,10292.772,0.000,0.000,0.000,0.000,2.894,9059.679,16331.241,450.093,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.894,4865.522,7085.174,215.851,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.894,4155.094,8904.669,197.845,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.894,10390.994,30453.029,9058.541,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.894,5937.560,8492.150,142.950,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.894,6885.040,38528.430,452.457,2.894,6805.651,6789.530,286.273,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.894,9601.668,28438.793,5248.372,2.894,7896.249,9681.092,1479.720,0.000,0.000,0.000,0.000,2.894,2137.360,8628.776,2607.441,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.894,2728.202,9927.341,1514.047,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.894,8448.744,14974.885,345.181,0.000,0.000,0.000,0.000,2.894,2690.841,25899.363,295.428,0.000,0.000,0.000,0.000,2.894,7371.609,9620.991,185.137,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.930,7098.452,10513.792,840.756,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.930,4622.825,5887.879,289.530,0.000,0.000,0.000,0.000,2.930,5416.845,7050.577,151.364,2.930,8185.974,6594.760,568.184,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.930,8488.587,8943.914,6321.416,0.000,0.000,0.000,0.000,2.930,5729.868,36476.055,12035.883,0.000,0.000,0.000,0.000,2.930,8873.453,20446.506,477.305,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.930,5190.150,10030.492,217.367,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.930,4373.459,8674.913,222.841,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.930,10323.415,37756.527,7197.028,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.930,5532.437,7080.938,139.133,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.930,6638.345,30038.392,375.007,2.930,5240.097,4939.740,293.351,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.930,9309.343,30724.877,4331.563,2.930,8107.470,8905.471,437.865,0.000,0.000,0.000,0.000,2.930,2596.379,8774.299,3290.137,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.930,2840.453,12157.880,782.475,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.930,8334.736,18684.355,495.931,0.000,0.000,0.000,0.000,2.930,2519.779,24321.427,260.200,0.000,0.000,0.000,0.000,2.930,7066.074,7649.389,162.286,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.965,6829.022,10780.195,1116.031,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.965,4669.342,7444.022,177.618,0.000,0.000,0.000,0.000,2.965,5159.885,9299.857,171.307,2.965,8166.255,8118.818,440.563,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.965,8486.982,11442.012,3968.192,0.000,0.000,0.000,0.000,2.965,5113.888,34363.083,8911.625,0.000,0.000,0.000,0.000,2.965,8627.983,21362.141,366.591,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.965,5405.213,14198.633,479.863,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.965,4885.168,8223.989,197.903,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.965,10245.782,41191.298,5221.947,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.965,4730.015,5073.212,123.236,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.965,6116.843,19576.535,517.672,2.965,4058.262,3476.025,249.259,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.965,9055.163,32717.724,2954.516,2.965,8261.336,9924.985,378.950,0.000,0.000,0.000,0.000,2.965,3072.927,10835.902,5371.423,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.965,3098.073,13940.269,476.035,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.965,8497.030,23334.883,919.906,0.000,0.000,0.000,0.000,2.965,1822.839,14024.561,204.288,0.000,0.000,0.000,0.000,2.965,7090.953,6336.184,190.065,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3.000,6974.986,16948.457,1798.119,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,4719.999,8706.404,133.653,0.000,0.000,0.000,0.000,3.000,5021.058,9402.974,190.659,3.000,8439.181,10248.227,325.314,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,8417.904,12991.160,1151.664,0.000,0.000,0.000,0.000,3.000,4400.783,30639.436,5186.999,0.000,0.000,0.000,0.000,3.000,8059.128,21044.236,419.336,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,5574.328,16621.738,1042.459,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,5577.153,7218.399,195.574,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,10260.152,41088.533,3196.261,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,5968.705,13586.493,850.104,3.000,3076.592,2092.202,142.283,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,8112.667,10711.653,389.679,0.000,0.000,0.000,0.000,3.000,3683.400,15748.390,4966.312,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,3668.877,14231.943,463.462,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,8002.858,26200.310,1323.750,0.000,0.000,0.000,0.000,3.000,1952.745,12864.469,247.392,0.000,0.000,0.000,0.000,3.000,7141.296,6584.018,188.940,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3.035,7038.715,24433.143,3038.525,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.035,4929.392,8131.274,127.208,0.000,0.000,0.000,0.000,3.035,5138.367,11694.581,174.003,3.035,9074.050,12739.007,303.614,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.035,8239.481,15813.207,1150.633,0.000,0.000,0.000,0.000,3.035,3589.590,20411.623,3469.902,0.000,0.000,0.000,0.000,3.035,7797.585,20177.774,433.443,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.035,5599.393,16928.946,1705.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.035,6402.999,7479.103,220.533,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.035,10479.531,38218.848,1691.068,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.035,5778.233,9698.916,1317.032,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.035,7958.482,12468.146,427.643,0.000,0.000,0.000,0.000,3.035,4356.194,19423.091,4122.842,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.035,4647.946,13649.779,575.465,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.035,7808.233,25900.312,2486.232,0.000,0.000,0.000,0.000,3.035,2215.776,11874.487,386.800,0.000,0.000,0.000,0.000,3.035,7226.293,9740.541,192.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3.071,7037.926,32005.108,5282.413,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.071,5221.299,7209.092,142.884,0.000,0.000,0.000,0.000,3.071,5243.900,10784.337,182.970,3.071,9968.196,14916.802,334.286,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.071,7976.645,13917.096,464.210,0.000,0.000,0.000,0.000,3.071,2547.382,8041.779,2015.411,0.000,0.000,0.000,0.000,3.071,7362.877,18619.216,485.968,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.071,5577.690,18035.533,2308.143,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.071,7210.192,9179.154,279.701,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.071,10936.924,34143.021,1006.795,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.071,5672.199,7901.163,2328.745,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.071,7704.466,14127.954,370.322,0.000,0.000,0.000,0.000,3.071,4772.838,23898.985,5066.765,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.071,5949.031,14002.259,1083.887,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.071,7830.817,26631.762,4217.809,0.000,0.000,0.000,0.000,3.071,1899.762,8790.633,318.755,0.000,0.000,0.000,0.000,3.071,7147.550,11998.277,184.501,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3.106,7213.550,31747.144,9138.228,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.106,5938.691,8138.265,167.600,0.000,0.000,0.000,0.000,3.106,5263.714,9063.234,215.360,3.106,10885.446,16471.185,395.798,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.106,7727.829,12435.344,488.105,0.000,0.000,0.000,0.000,3.106,1933.684,3246.745,1091.396,0.000,0.000,0.000,0.000,3.106,6937.225,17643.009,537.293,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.106,5614.672,15627.536,3841.247,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.106,7717.229,11133.946,322.801,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.106,11596.826,29934.770,969.790,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.106,5744.224,7799.560,3294.282,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.106,7620.459,14973.687,338.572,0.000,0.000,0.000,0.000,3.106,5091.167,26144.148,3028.486,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.106,7221.718,14766.500,1693.193,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.106,8248.021,28491.795,5906.707,0.000,0.000,0.000,0.000,3.106,2367.674,10795.832,350.778,0.000,0.000,0.000,0.000,3.106,7404.119,14849.928,176.702,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3.141,7001.687,30086.527,11867.498,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.141,6447.247,8894.906,204.397,0.000,0.000,0.000,0.000,3.141,5180.934,8759.103,226.609,3.141,11538.435,18189.989,433.182,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.141,7812.027,13572.573,530.338,0.000,0.000,0.000,0.000,3.141,1962.803,2826.828,1498.566,0.000,0.000,0.000,0.000,3.141,6684.171,16654.079,521.270,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.141,5859.739,14230.612,6764.355,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.141,7846.517,13606.057,381.721,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.141,12178.173,27416.205,1540.209,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.141,5977.339,7977.728,5740.855,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.141,7549.101,16065.079,319.197,0.000,0.000,0.000,0.000,3.141,5290.242,22751.921,823.734,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.141,7808.430,17121.731,2767.908,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.141,9493.565,30669.513,6562.436,0.000,0.000,0.000,0.000,3.141,2463.696,11764.387,303.536,0.000,0.000,0.000,0.000,3.141,7241.391,16084.291,177.518,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3.177,7019.435,30296.805,14260.607,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.177,6891.664,9685.776,202.483,0.000,0.000,0.000,0.000,3.177,4831.182,8768.594,242.250,3.177,11743.715,20060.418,420.354,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.177,7666.599,14746.854,648.591,0.000,0.000,0.000,0.000,3.177,1579.644,1894.037,4260.266,0.000,0.000,0.000,0.000,3.177,6565.828,15109.008,428.357,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.177,6187.106,15907.370,11535.040,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.177,7694.635,20354.652,577.680,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.177,12539.441,24493.069,2438.254,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.177,5982.717,7274.194,10023.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.177,7662.741,14661.358,352.627,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.177,8340.285,20921.748,3653.745,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.177,11675.964,32625.877,5973.754,0.000,0.000,0.000,0.000,3.177,2501.999,12296.599,293.278,0.000,0.000,0.000,0.000,3.177,7237.875,15465.349,219.835,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3.212,7075.466,28800.508,16311.526,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.212,7095.415,10075.825,192.803,0.000,0.000,0.000,0.000,3.212,4492.690,9065.261,265.874,3.212,11503.505,19275.104,386.983,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.212,7396.546,15036.084,902.587,0.000,0.000,0.000,0.000,3.212,1618.616,1950.382,6537.326,0.000,0.000,0.000,0.000,3.212,6806.669,16724.723,298.497,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.212,6952.920,23253.360,11848.922,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.212,7324.199,28960.675,841.938,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.212,12914.879,22334.129,3213.161,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.212,6037.283,4417.336,13221.258,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.212,7813.651,13499.150,394.109,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.212,8254.995,21020.416,7288.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.212,14045.939,33873.982,5130.128,0.000,0.000,0.000,0.000,3.212,2386.467,11336.882,377.569,0.000,0.000,0.000,0.000,3.212,6899.176,11596.560,251.519,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3.247,7148.398,27331.173,16466.835,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.247,6970.772,9789.657,181.994,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.247,10974.838,15862.446,340.279,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.247,7148.054,19193.484,1542.511,0.000,0.000,0.000,0.000,3.247,1691.304,2099.244,8179.965,0.000,0.000,0.000,0.000,3.247,6962.510,15864.144,230.970,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.247,7562.307,28122.816,12926.014,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.247,6988.307,39333.591,1289.117,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.247,13122.284,22317.746,5230.609,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.247,6377.565,3161.778,13269.162,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.247,7965.654,11105.778,394.265,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.247,7288.142,18925.021,11202.159,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.247,16032.736,34668.730,4810.450,0.000,0.000,0.000,0.000,3.247,2360.131,9352.706,554.333,0.000,0.000,0.000,0.000,3.247,6542.908,7263.444,244.077,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
